TypeName,TypeKind,QualName,Subtype,ParentNames,ChildNames
StubDataclassPrimitiveFields,Record,stubs.cl.runtime.records.for_dataclasses.stub_dataclass_primitive_fields.StubDataclassPrimitiveFields,None,StubDataclassPrimitiveFields;StubDataclassPrimitiveFieldsKey,StubDataclassPrimitiveFields
StubDataclassPrimitiveFieldsKey,Key,stubs.cl.runtime.records.for_dataclasses.stub_dataclass_primitive_fields_key.StubDataclassPrimitiveFieldsKey,None,StubDataclassPrimitiveFieldsKey,StubDataclassPrimitiveFields;StubDataclassPrimitiveFieldsKey
StubDataclassPrimitiveFieldsQuery,Data,stubs.cl.runtime.records.for_dataclasses.stub_dataclass_primitive_fields_query.StubDataclassPrimitiveFieldsQuery,None,StubDataclassPrimitiveFieldsQuery,StubDataclassPrimitiveFieldsQuery
StubDataclassQuery,Data,stubs.cl.runtime.records.for_dataclasses.stub_dataclass_query.StubDataclassQuery,None,StubDataclassQuery,StubDataclassDerivedQuery;StubDataclassNestedFieldsQuery;StubDataclassQuery
StubDataclassSingleton,Record,stubs.cl.runtime.records.for_dataclasses.stub_dataclass_singleton.StubDataclassSingleton,None,StubDataclassSingleton;StubDataclassSingletonKey,StubDataclassSingleton
StubDataclassSingletonKey,Key,stubs.cl.runtime.records.for_dataclasses.stub_dataclass_singleton_key.StubDataclassSingletonKey,None,StubDataclassSingletonKey,StubDataclassSingleton;StubDataclassSingletonKey
StubDataclassTupleFields,Record,stubs.cl.runtime.records.for_dataclasses.stub_dataclass_tuple_fields.StubDataclassTupleFields,None,StubDataclass;StubDataclassKey;StubDataclassTupleFields,StubDataclassTupleFields
StubDataclassVersioned,Record,stubs.cl.runtime.records.for_dataclasses.stub_dataclass_versioned.StubDataclassVersioned,None,StubDataclassVersioned;StubDataclassVersionedKey,StubDataclassVersioned
StubDataclassVersionedKey,Key,stubs.cl.runtime.records.for_dataclasses.stub_dataclass_versioned_key.StubDataclassVersionedKey,None,StubDataclassVersionedKey,StubDataclassVersioned;StubDataclassVersionedKey
StubDerivedContext,Record,stubs.cl.runtime.contexts.stub_derived_context.StubDerivedContext,None,StubContext;StubContextKey;StubDerivedContext,StubDerivedContext
StubHandlers,Record,stubs.cl.runtime.records.for_dataclasses.stub_dataclass_handlers.StubHandlers,None,StubHandlers;StubHandlersKey,StubDataclassDerivedHandlers;StubHandlers
StubHandlersKey,Key,stubs.cl.runtime.records.for_dataclasses.stub_dataclass_handlers_key.StubHandlersKey,None,StubHandlersKey,StubDataclassDerivedHandlers;StubHandlers;StubHandlersKey
StubIntEnum,Enum,stubs.cl.runtime.records.enum.stub_int_enum.StubIntEnum,None,,
StubMediaViewers,Record,stubs.cl.runtime.views.stub_media_viewers.StubMediaViewers,None,StubMediaViewers;StubViewers;StubViewersKey,StubMediaViewers
StubPlotViewers,Record,stubs.cl.runtime.views.stub_plot_viewers.StubPlotViewers,None,StubPlotViewers;StubViewers;StubViewersKey,StubPlotViewers
StubPydantic,Record,stubs.cl.runtime.records.for_pydantic.stub_pydantic.StubPydantic,None,StubPydantic;StubPydanticKey,StubPydantic
StubPydanticData,Data,stubs.cl.runtime.records.for_pydantic.stub_pydantic_data.StubPydanticData,None,StubPydanticData,StubPydanticData
StubPydanticHandlers,Record,stubs.cl.runtime.records.for_pydantic.stub_pydantic_handlers.StubPydanticHandlers,None,StubPydanticHandlers;StubPydanticHandlersKey,StubPydanticHandlers
StubPydanticHandlersKey,Key,stubs.cl.runtime.records.for_pydantic.stub_pydantic_handlers_key.StubPydanticHandlersKey,None,StubPydanticHandlersKey,StubPydanticHandlers;StubPydanticHandlersKey
StubPydanticKey,Key,stubs.cl.runtime.records.for_pydantic.stub_pydantic_key.StubPydanticKey,None,StubPydanticKey,StubPydantic;StubPydanticKey;StubPydanticNestedFields
StubPydanticNestedFields,Record,stubs.cl.runtime.records.for_pydantic.stub_pydantic_nested_fields.StubPydanticNestedFields,None,StubPydanticKey;StubPydanticNestedFields,StubPydanticNestedFields
StubRelabeledIntEnum,Enum,stubs.cl.runtime.records.enum.stub_relabeled_int_enum.StubRelabeledIntEnum,None,,
StubSamplesConfiguration,Record,stubs.cl.runtime.configurations.stub_samples_configuration.StubSamplesConfiguration,None,Configuration;ConfigurationKey;StubSamplesConfiguration,StubSamplesConfiguration
StubSlotted,Record,stubs.cl.runtime.records.for_slotted.stub_slotted.StubSlotted,None,StubSlotted;StubSlottedKey,StubSlotted
StubSlottedKey,Key,stubs.cl.runtime.records.for_slotted.stub_slotted_key.StubSlottedKey,None,StubSlottedKey,StubSlotted;StubSlottedKey
StubSupervisedBinaryExperiment,Record,stubs.cl.runtime.stat.stub_supervised_binary_experiment.StubSupervisedBinaryExperiment,None,BinaryExperiment;Experiment;ExperimentKey;StubSupervisedBinaryExperiment;SupervisedBinaryExperiment,StubSupervisedBinaryExperiment
StubSupervisedClassifierExperiment,Record,stubs.cl.runtime.stat.stub_supervised_classifier_experiment.StubSupervisedClassifierExperiment,None,ClassifierExperiment;Experiment;ExperimentKey;StubSupervisedClassifierExperiment;SupervisedClassifierExperiment,StubSupervisedClassifierExperiment
StubTask,Record,stubs.cl.runtime.tasks.stub_task.StubTask,None,StubTask;Task;TaskKey,StubTask
StubTemplate,Record,stubs.cl.runtime.templates.stub_template.StubTemplate,None,StubTemplate;StubTemplateKey,StubTemplate
StubTemplateKey,Key,stubs.cl.runtime.templates.stub_template_key.StubTemplateKey,None,StubTemplateKey,StubTemplate;StubTemplateKey
StubViewers,Record,stubs.cl.runtime.views.stub_viewers.StubViewers,None,StubViewers;StubViewersKey,StubDataViewers;StubMediaViewers;StubPlotViewers;StubViewers
StubViewersKey,Key,stubs.cl.runtime.views.stub_viewers_key.StubViewersKey,None,StubViewersKey,StubDataViewers;StubMediaViewers;StubPlotViewers;StubViewers;StubViewersKey
SuccessorDag,Record,cl.runtime.views.dag.successor_dag.SuccessorDag,None,SuccessorDag;SuccessorDagKey,SuccessorDag
SuccessorDagKey,Key,cl.runtime.views.dag.successor_dag_key.SuccessorDagKey,None,SuccessorDagKey,SuccessorDag;SuccessorDagKey
SuccessorDagNode,Record,cl.runtime.views.dag.successor_dag_node.SuccessorDagNode,None,SuccessorDagNode;SuccessorDagNodeKey,SuccessorDagNode
SuccessorDagNodeKey,Key,cl.runtime.views.dag.successor_dag_node_key.SuccessorDagNodeKey,None,SuccessorDagNodeKey,SuccessorDagNode;SuccessorDagNodeKey
SupervisedBinaryExperiment,Record,cl.runtime.stat.supervised_binary_experiment.SupervisedBinaryExperiment,None,BinaryExperiment;Experiment;ExperimentKey;SupervisedBinaryExperiment,StubSupervisedBinaryExperiment;SupervisedBinaryExperiment
SupervisedBinaryTrial,Record,cl.runtime.stat.supervised_binary_trial.SupervisedBinaryTrial,None,BinaryTrial;SupervisedBinaryTrial;Trial;TrialKey,SupervisedBinaryTrial
SupervisedClassifierExperiment,Record,cl.runtime.stat.supervised_classifier_experiment.SupervisedClassifierExperiment,None,ClassifierExperiment;Experiment;ExperimentKey;SupervisedClassifierExperiment,StubSupervisedClassifierExperiment;SupervisedClassifierExperiment
SupervisedClassifierTrial,Record,cl.runtime.stat.supervised_classifier_trial.SupervisedClassifierTrial,None,ClassifierTrial;SupervisedClassifierTrial;Trial;TrialKey,SupervisedClassifierTrial
TabInfo,Data,cl.runtime.ui.tab_info.TabInfo,None,TabInfo,TabInfo
TableScreenItem,Data,cl.runtime.services.data.table_screen_item.TableScreenItem,None,TableScreenItem,TableScreenItem
Task,Record,cl.runtime.tasks.task.Task,None,Task;TaskKey,ClassMethodTask;InstanceMethodTask;MethodTask;StubTask;Task;WorkflowPhaseTask;WorkflowTask
TaskEvent,Record,cl.runtime.events.task_event.TaskEvent,None,Event;EventKey;TaskEvent,TaskEvent;TaskFinishedEvent
TaskFinishedEvent,Record,cl.runtime.events.task_finished_event.TaskFinishedEvent,None,Event;EventKey;TaskEvent;TaskFinishedEvent,TaskFinishedEvent
TaskKey,Key,cl.runtime.tasks.task_key.TaskKey,None,TaskKey,ClassMethodTask;InstanceMethodTask;MethodTask;StubTask;Task;TaskKey;WorkflowPhaseTask;WorkflowTask
TaskLog,Record,cl.runtime.log.task_log.TaskLog,None,Log;LogKey;TaskLog,TaskLog
TaskLogs,Data,cl.runtime.log.task_logs.TaskLogs,None,TaskLogs,TaskLogs
TaskQuery,Data,cl.runtime.tasks.task_query.TaskQuery,None,TaskQuery,TaskQuery
TaskQueue,Record,cl.runtime.tasks.task_queue.TaskQueue,None,TaskQueue;TaskQueueKey,CeleryQueue;ProcessQueue;TaskQueue
TaskQueueKey,Key,cl.runtime.tasks.task_queue_key.TaskQueueKey,None,TaskQueueKey,CeleryQueue;ProcessQueue;TaskQueue;TaskQueueKey
TaskStatus,Enum,cl.runtime.tasks.task_status.TaskStatus,None,,
TemplateEngine,Record,cl.runtime.templates.template_engine.TemplateEngine,None,TemplateEngine;TemplateEngineKey,FstringTemplateEngine;JinjaTemplateEngine;TemplateEngine
TemplateEngineKey,Key,cl.runtime.templates.template_engine_key.TemplateEngineKey,None,TemplateEngineKey,FstringTemplateEngine;JinjaTemplateEngine;TemplateEngine;TemplateEngineKey
TemplateMixin,Record,cl.runtime.templates.template_mixin.TemplateMixin,None,,StubTemplate;TemplateMixin
Tenant,Record,cl.runtime.db.tenant.Tenant,None,Tenant;TenantKey,Tenant
TenantKey,Key,cl.runtime.db.tenant_key.TenantKey,None,TenantKey,Tenant;TenantKey
TextFile,Data,cl.runtime.storage.text_file.TextFile,None,TextFile,AzureBlobTextFile;LocalTextFile;TextFile
TextFileMode,Enum,cl.runtime.storage.text_file_mode.TextFileMode,None,,
TextInputNode,Data,cl.runtime.view.dag.nodes.text_input_node.TextInputNode,None,DagNode;TextInputNode,TextInputNode
TextOutputNode,Data,cl.runtime.view.dag.nodes.text_output_node.TextOutputNode,None,DagNode;TextOutputNode,TextOutputNode
TimeFormat,Enum,cl.runtime.serializers.time_format.TimeFormat,None,,
TimestampFormat,Enum,cl.runtime.serializers.timestamp_format.TimestampFormat,None,,
Trial,Record,cl.runtime.stat.trial.Trial,None,Trial;TrialKey,BinaryTrial;ClassifierTrial;SupervisedBinaryTrial;SupervisedClassifierTrial;Trial
TrialKey,Key,cl.runtime.stat.trial_key.TrialKey,None,TrialKey,BinaryTrial;ClassifierTrial;SupervisedBinaryTrial;SupervisedClassifierTrial;Trial;TrialKey
TrialQuery,Data,cl.runtime.stat.trial_query.TrialQuery,None,TrialQuery,TrialQuery
TypeDecl,Record,cl.runtime.schema.type_decl.TypeDecl,None,TypeDecl;TypeDeclKey,DataDecl;DataclassTypeDecl;EnumDecl;KeyDecl;PrimitiveDecl;RecordDecl;TypeDecl
TypeDeclKey,Key,cl.runtime.schema.type_decl_key.TypeDeclKey,None,TypeDeclKey,DataDecl;DataclassTypeDecl;EnumDecl;KeyDecl;PrimitiveDecl;RecordDecl;TypeDecl;TypeDeclKey
TypeFormat,Enum,cl.runtime.serializers.type_format.TypeFormat,None,,
TypeHint,Data,cl.runtime.schema.type_hint.TypeHint,None,TypeHint,TypeHint
TypeInclusion,Enum,cl.runtime.serializers.type_inclusion.TypeInclusion,None,,
TypeInfo,Data,cl.runtime.schema.type_info.TypeInfo,None,TypeInfo,TypeInfo
TypeKind,Enum,cl.runtime.schema.type_kind.TypeKind,None,,
TypeLabel,Record,cl.runtime.settings.labels.type_label.TypeLabel,None,TypeLabel;TypeLabelKey,TypeLabel
TypeLabelKey,Key,cl.runtime.settings.labels.type_label_key.TypeLabelKey,None,TypeLabelKey,TypeLabel;TypeLabelKey
TypePlacement,Enum,cl.runtime.serializers.type_placement.TypePlacement,None,,
TypeScreenItem,Data,cl.runtime.services.data.type_screen_item.TypeScreenItem,None,TypeScreenItem,TypeScreenItem
TypeSpec,Data,cl.runtime.schema.type_spec.TypeSpec,None,TypeSpec,DataSpec;EnumSpec;PrimitiveSpec;TypeSpec
UiAppState,Record,cl.runtime.ui.ui_app_state.UiAppState,None,UiAppState;UiAppStateKey,UiAppState
UiAppStateKey,Key,cl.runtime.ui.ui_app_state_key.UiAppStateKey,None,UiAppStateKey,UiAppState;UiAppStateKey
UiClearLogsMarker,Record,cl.runtime.log.ui_clear_logs_marker.UiClearLogsMarker,None,UiClearLogsMarker;UiClearLogsMarkerKey,UiClearLogsMarker
UiClearLogsMarkerKey,Key,cl.runtime.log.ui_clear_logs_marker_key.UiClearLogsMarkerKey,None,UiClearLogsMarkerKey,UiClearLogsMarker;UiClearLogsMarkerKey
UiLogUtil,Data,cl.runtime.log.ui_log_util.UiLogUtil,None,UiLogUtil,UiLogUtil
UiNavigationLink,Data,cl.runtime.ui.ui_navigation_link.UiNavigationLink,None,UiNavigationLink,UiNavigationLink
UiRecordUtil,Data,cl.runtime.records.ui_record_util.UiRecordUtil,None,UiRecordUtil,UiRecordUtil
UiSupportUtil,Data,cl.runtime.ui.ui_support_util.UiSupportUtil,None,UiSupportUtil,UiSupportUtil
UiTypeLayout,Record,cl.runtime.ui.ui_type_layout.UiTypeLayout,None,UiTypeLayout;UiTypeLayoutKey,UiTypeLayout
UiTypeLayoutKey,Key,cl.runtime.ui.ui_type_layout_key.UiTypeLayoutKey,None,UiTypeLayoutKey,UiTypeLayout;UiTypeLayoutKey
UiTypeState,Record,cl.runtime.ui.ui_type_state.UiTypeState,None,UiTypeState;UiTypeStateKey,UiTypeState
UiTypeStateKey,Key,cl.runtime.ui.ui_type_state_key.UiTypeStateKey,None,UiTypeStateKey,UiTypeState;UiTypeStateKey
User,Record,cl.runtime.ui.user.User,None,User;UserKey,User
UserKey,Key,cl.runtime.ui.user_key.UserKey,None,UserKey,User;UserKey
UserLogMessage,Record,cl.runtime.log.user_log_message.UserLogMessage,None,LogMessage;LogMessageKey;UserLogMessage,UserLogMessage
UserSecrets,Key,cl.runtime.auth.user_secrets.UserSecrets,None,UserSecrets,UserSecrets
UuidFormat,Enum,cl.runtime.serializers.uuid_format.UuidFormat,None,,
ValueDecl,Data,cl.runtime.schema.value_decl.ValueDecl,None,ValueDecl,ValueDecl
VersionFormat,Enum,cl.runtime.prebuild.version_format.VersionFormat,None,,
VersionSettings,Data,cl.runtime.settings.version_settings.VersionSettings,None,Settings;VersionSettings,VersionSettings
View,Record,cl.runtime.views.view.View,None,View;ViewKey,EmptyView;HtmlView;KeyListView;KeyView;PdfView;PlotView;PngView;RecordListView;RecordView;Script;View
ViewKey,Key,cl.runtime.views.view_key.ViewKey,None,ViewKey,EmptyView;HtmlView;KeyListView;KeyView;PdfView;PlotView;PngView;RecordListView;RecordView;Script;View;ViewKey
ViewKeyQuery,Data,cl.runtime.views.view_key_query.ViewKeyQuery,None,ViewKeyQuery,ViewKeyQuery
WorkflowPhase,Record,cl.runtime.workflows.workflow_phase.WorkflowPhase,None,WorkflowPhase;WorkflowPhaseKey,WorkflowPhase
WorkflowPhaseKey,Key,cl.runtime.workflows.workflow_phase_key.WorkflowPhaseKey,None,WorkflowPhaseKey,WorkflowPhase;WorkflowPhaseKey
WorkflowPhaseTask,Record,cl.runtime.workflows.workflow_phase_task.WorkflowPhaseTask,None,Task;TaskKey;WorkflowPhaseTask,WorkflowPhaseTask
WorkflowTask,Record,cl.runtime.workflows.workflow_task.WorkflowTask,None,Task;TaskKey;WorkflowTask,WorkflowTask
YamlEncoder,Data,cl.runtime.serializers.yaml_encoder.YamlEncoder,None,Encoder;YamlEncoder,YamlEncoder
YamlReader,Record,cl.runtime.file.yaml_reader.YamlReader,None,Reader;ReaderKey;YamlReader,YamlReader
YamlSerializer,Data,cl.runtime.serializers.yaml_serializer.YamlSerializer,None,Serializer;YamlSerializer,YamlSerializer
